index,common_name,file,license,recordist,XC-number,stable_url,file-name
99,olive-sided flycatcher,https://xeno-canto.org/298805/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Paul Marvin,298805,//xeno-canto.org/298805,"XC298805-Olive-sided Flycatcher -CA, Pine Creek Rd, Mt Laguna, May 09, 2013, 0147 PM.mp3"
100,olive-sided flycatcher,https://xeno-canto.org/275897/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Jonas Nilsson,275897,//xeno-canto.org/275897,XC275897-Contopus_cooperi13cut2B.mp3
101,olive-sided flycatcher,https://xeno-canto.org/263751/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Michael Lester,263751,//xeno-canto.org/263751,XC263751-OSFL. TWIN LAKES TRAIL. 07242015.mp3
102,olive-sided flycatcher,https://xeno-canto.org/260215/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Iain,260215,//xeno-canto.org/260215,XC260215-OSFL-MizzyLake-July16-2015.mp3
105,olive-sided flycatcher,https://xeno-canto.org/247864/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Dan Lane,247864,//xeno-canto.org/247864,XC247864-Contopus cooperi150530_18.mp3
106,olive-sided flycatcher,https://xeno-canto.org/247863/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Dan Lane,247863,//xeno-canto.org/247863,XC247863-Contopus cooperi150530_17.mp3
107,olive-sided flycatcher,https://xeno-canto.org/216607/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Cedric MROCZKO,216607,//xeno-canto.org/216607,XC216607-150211_24.mp3
108,olive-sided flycatcher,https://xeno-canto.org/210780/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Marco Cruz,210780,//xeno-canto.org/210780,XC210780-piuí-boreal.mp3
109,olive-sided flycatcher,https://xeno-canto.org/210125/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Ian Cruickshank,210125,//xeno-canto.org/210125,XC210125-120103_0011 osfl rpbo 1au2014.MP3
110,olive-sided flycatcher,https://xeno-canto.org/188472/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Ian Cruickshank,188472,//xeno-canto.org/188472,XC188472-OSFL_interaction calls_rpbo 21jl2014 IAC270.mp3
111,olive-sided flycatcher,https://xeno-canto.org/184678/download,//creativecommons.org/licenses/by-nc-sa/4.0/,Ted Floyd,184678,//xeno-canto.org/184678,XC184678-OSFl 2014-06-21-0609 Colo-Boul-WaRa.mp3
113,olive-sided flycatcher,https://xeno-canto.org/169000/download,//creativecommons.org/licenses/by-nc-sa/3.0/,Ian Cruickshank,169000,//xeno-canto.org/169000,"XC169000-OSFL calls, AMRO calls, given while mobbing a RTHA, Koksilah River, Vancouver Island, BC.mp3"
